chr,geneStart,geneEnd,geneSymbol,citations,strand,transcriptName,geneId,geneType,geneName
chrX,145078186,145078261,MIR892A,3,-,union_100126342,100126342,ncRNA,microRNA 892a
chr5,136983260,136983338,MIR874,16,-,union_100126343,100126343,ncRNA,microRNA 874
chr14,101514237,101514316,MIR889,6,+,union_100126345,100126345,ncRNA,microRNA 889
chr1,154166140,154166219,MIR190B,5,-,union_100126346,100126346,ncRNA,microRNA 190b
chr5,15935290,15935369,MIR887,6,+,union_100126347,100126347,ncRNA,microRNA 887
chr1,94312387,94312467,MIR760,11,+,union_100126348,100126348,ncRNA,microRNA 760
chr1,166123979,166124035,MIR921,3,-,union_100126349,100126349,ncRNA,microRNA 921
chr2,176032360,176032437,MIR933,3,-,union_100126350,100126350,ncRNA,microRNA 933
chr8,145619363,145619445,MIR939,11,-,union_100126351,100126351,ncRNA,microRNA 939
chr20,62550913,62550985,MIR941-3,6,+,union_100126352,100126352,ncRNA,microRNA 941-3
chr20,62551108,62551180,MIR941-3,6,+,union_100126352,100126352,ncRNA,microRNA 941-3
chr20,62551220,62551292,MIR941-3,6,+,union_100126352,100126352,ncRNA,microRNA 941-3
chr16,14403141,14403228,MIR365A,29,+,union_100126355,100126355,ncRNA,microRNA 365a
chr17,29902429,29902540,MIR365B,16,+,union_100126356,100126356,ncRNA,microRNA 365b
chr21,44742088,44751919,LINC00322,4,-,union_100126693,100126693,ncRNA,long intergenic non-protein coding RNA 322
chr19,49540276,49540404,SNAR-G1,1,+,union_100126780,100126780,snRNA,small ILF3/NF90-associated RNA G1
chr19,51108219,51108342,SNAR-F,1,+,union_100126781,100126781,snRNA,small ILF3/NF90-associated RNA F
chr11,19732479,19736218,LOC100126784,2,-,union_100126784,100126784,ncRNA,-
chr3,4790877,4793274,EGOT,7,-,union_100126791,100126791,ncRNA,eosinophil granule ontogeny transcript (non-protein coding)
chr3,10322635,10335133,GHRLOS,2,+,union_100126793,100126793,ncRNA,ghrelin opposite strand/antisense RNA
chr19,48421685,48421807,SNAR-A1,1,+,union_100126798,100126798,snRNA,small ILF3/NF90-associated RNA A1
chr19,48437437,48437559,SNAR-A1,1,+,union_100126798,100126798,snRNA,small ILF3/NF90-associated RNA A1
chr19,48421685,48421807,SNAR-A2,1,+,union_100126799,100126799,snRNA,small ILF3/NF90-associated RNA A2
chr19,48437437,48437559,SNAR-A2,1,+,union_100126799,100126799,snRNA,small ILF3/NF90-associated RNA A2
chr19,48410934,48411056,SNAR-A12,1,+,union_100126800,100126800,snRNA,small ILF3/NF90-associated RNA A12
chr19,48448178,48448300,SNAR-A12,1,+,union_100126800,100126800,snRNA,small ILF3/NF90-associated RNA A12
chr5,129083883,129100756,KIAA1024L,1,+,union_100127206,100127206,protein-coding,KIAA1024 like
chr20,61294378,61297973,SLCO4A1-AS1,3,-,union_100127888,100127888,ncRNA,SLCO4A1 antisense RNA 1
chr7,43157494,43202786,HECW1-IT1,1,+,union_100127950,100127950,ncRNA,HECW1 intronic transcript 1
chr8,91970705,91997485,C8orf88,2,-,union_100127983,100127983,protein-coding,chromosome 8 open reading frame 88
chr17,12663450,12693601,LOC100128006,1,-,union_100128006,100128006,ncRNA,-
chr3,193710882,193712027,DPPA2P3,1,-,union_100128023,100128023,pseudo,developmental pluripotency associated 2 pseudogene 3
chr3,149375996,149379149,WWTR1-AS1,1,+,union_100128025,100128025,ncRNA,WWTR1 antisense RNA 1
chr1,32826870,32827844,FAM229A,3,-,union_100128071,100128071,protein-coding,family with sequence similarity 229 member A
chr9,94895115,94900911,LOC100128076,3,+,union_100128076,100128076,pseudo,-
chr7,28220075,28280996,JAZF1-AS1,2,+,union_100128081,100128081,ncRNA,JAZF1 antisense RNA 1
chr10,17428934,17450285,ST8SIA6-AS1,1,+,union_100128098,100128098,ncRNA,ST8SIA6 antisense RNA 1
chr15,102277296,102287073,LOC100128108,1,-,union_100128108,100128108,protein-coding,-
chr6,168376603,168377619,HGC6.3,2,-,union_100128124,100128124,protein-coding,-
chr8,74332308,74353753,STAU2-AS1,1,+,union_100128126,100128126,ncRNA,STAU2 antisense RNA 1
chr19,22715427,22716296,LINC01233,1,+,union_100128139,100128139,ncRNA,long intergenic non-protein coding RNA 1233
chr3,169661771,169684522,LOC100128164,1,-,union_100128164,100128164,pseudo,-
chr6,149275396,149285820,UST-AS1,1,-,union_100128176,100128176,ncRNA,UST antisense RNA 1
chr12,98906750,98910004,TMPO-AS1,2,-,union_100128191,100128191,ncRNA,TMPO antisense RNA 1
chr11,133902166,133911236,LOC100128239,1,+,union_100128239,100128239,ncRNA,-
chr19,56989242,57006805,ZNF667-AS1,3,+,union_100128252,100128252,ncRNA,ZNF667 antisense RNA 1 (head to head)
chr12,3407679,3475288,LOC100128253,1,-,union_100128253,100128253,ncRNA,-
chrX,155244228,155246495,WASIR1,1,-,union_100128260,100128260,ncRNA,WASH and IL9R antisense RNA 1
chrY,59347234,59349501,WASIR1,1,-,union_100128260,100128260,ncRNA,WASH and IL9R antisense RNA 1
chr3,195634946,195640135,TNK2-AS1,1,+,union_100128262,100128262,ncRNA,TNK2 antisense RNA 1
chr7,154858778,154863267,HTR5A-AS1,1,-,union_100128264,100128264,ncRNA,HTR5A antisense RNA 1
chr15,76020010,76032418,DNM1P35,3,-,union_100128285,100128285,pseudo,dynamin 1 pseudogene 35
chr17,8261730,8263859,LOC100128288,1,-,union_100128288,100128288,ncRNA,-
chr10,79686569,79689583,DLG5-AS1,2,+,union_100128292,100128292,ncRNA,DLG5 antisense RNA 1
chr20,60292561,60294804,LOC100128310,1,-,union_100128310,100128310,ncRNA,-
chr7,81205701,81320722,LOC100128317,2,-,union_100128317,100128317,ncRNA,-
chr6,116817650,116866773,TRAPPC3L,6,-,union_100128327,100128327,protein-coding,trafficking protein particle complex 3 like
chr8,144816309,144828507,FAM83H-AS1,6,+,union_100128338,100128338,ncRNA,FAM83H antisense RNA 1 (head to head)
chr9,95380331,95382817,LOC100128361,2,+,union_100128361,100128361,ncRNA,-
chr9,115867002,115873957,FAM225B,4,-,union_100128385,100128385,ncRNA,family with sequence similarity 225 member B (non-protein coding)
chr11,100554891,100558686,LOC100128386,1,-,union_100128386,100128386,ncRNA,-
chr19,58514261,58518574,LOC100128398,1,+,union_100128398,100128398,ncRNA,-
chrX,135721701,135724588,LINC00892,1,+,union_100128420,100128420,ncRNA,long intergenic non-protein coding RNA 892
chr20,18789994,18810847,C20orf78,1,-,union_100128496,100128496,protein-coding,chromosome 20 open reading frame 78
chr9,119266561,119324572,ASTN2-AS1,2,+,union_100128505,100128505,ncRNA,ASTN2 antisense RNA 1
chr10,21462918,21463852,NEBL-AS1,1,+,union_100128511,100128511,ncRNA,NEBL antisense RNA 1
chr22,25498383,25508659,LOC100128531,1,-,union_100128531,100128531,ncRNA,-
chr1,207974862,207996048,C1orf132,3,-,union_100128537,100128537,ncRNA,chromosome 1 open reading frame 132
chr7,143880547,143883173,CTAGE4,6,+,union_100128553,100128553,protein-coding,CTAGE family member 4
chr7,143963766,143966392,CTAGE4,6,-,union_100128553,100128553,protein-coding,CTAGE family member 4
chr12,126927026,126957331,LINC02347,2,+,union_100128554,100128554,ncRNA,long intergenic non-protein coding RNA 2347
chr17,10286448,10528857,MYHAS,2,+,union_100128560,100128560,ncRNA,myosin heavy chain gene cluster antisense RNA
chr19,3539154,3544028,C19orf71,1,+,union_100128569,100128569,protein-coding,chromosome 19 open reading frame 71
chr2,40144773,40482349,SLC8A1-AS1,4,+,union_100128590,100128590,ncRNA,SLC8A1 antisense RNA 1
chrX,103136650,103174131,LOC100128594,2,-,union_100128594,100128594,ncRNA,-
chr8,144077244,144079080,CDC42P3,1,+,union_100128627,100128627,pseudo,cell division cycle 42 pseudogene 3
chr19,35549962,35597208,HPN-AS1,2,-,union_100128675,100128675,ncRNA,HPN antisense RNA 1
chr19,35896508,35907742,LINC01531,1,+,union_100128682,100128682,ncRNA,long intergenic non-protein coding RNA 1531
chr15,26147506,26298267,LINC02346,3,+,union_100128714,100128714,ncRNA,long intergenic non-protein coding RNA 2346
chr2,27293341,27294567,OST4,7,-,union_100128731,100128731,protein-coding,"oligosaccharyltransferase complex subunit 4, non-catalytic"
chr8,30239634,30242917,RBPMS-AS1,1,-,union_100128750,100128750,ncRNA,RBPMS antisense RNA 1
chr9,98568369,98638259,LINC00476,3,-,union_100128782,100128782,ncRNA,long intergenic non-protein coding RNA 476
chr16,2787076,2802601,SRRM2-AS1,1,-,union_100128788,100128788,ncRNA,SRRM2 antisense RNA 1
chr10,25447000,25465205,GPR158-AS1,1,-,union_100128811,100128811,ncRNA,GPR158 antisense RNA 1
chr7,152161208,152162630,LINC01003,2,+,union_100128822,100128822,ncRNA,long intergenic non-protein coding RNA 1003
chr16,89778263,89784573,VPS9D1-AS1,4,+,union_100128881,100128881,ncRNA,VPS9D1 antisense RNA 1
chr7,64035072,64078967,LOC100128885,1,+,union_100128885,100128885,ncRNA,-
chr8,7156265,7212885,FAM66B,1,-,union_100128890,100128890,ncRNA,family with sequence similarity 66 member B
chr18,19746858,19748929,GATA6-AS1,5,-,union_100128893,100128893,ncRNA,GATA6 antisense RNA 1 (head to head)
chr2,174890007,174891885,LINC01960,1,+,union_100128905,100128905,ncRNA,long intergenic non-protein coding RNA 1960
chr14,23568326,23574188,LMLN2,1,-,union_100128908,100128908,protein-coding,leishmanolysin like peptidase 2
chr14,105267517,105271048,ZBTB42,8,+,union_100128927,100128927,protein-coding,zinc finger and BTB domain containing 42
chr22,49262581,49294198,LINC01310,2,+,union_100128946,100128946,ncRNA,long intergenic non-protein coding RNA 1310
chr5,137667793,137672835,LOC100128966,1,+,union_100128966,100128966,ncRNA,-
chr17,43920721,43972879,MAPT-AS1,6,-,union_100128977,100128977,ncRNA,MAPT antisense RNA 1
chr20,39609352,39654036,LOC100128988,1,+,union_100128988,100128988,ncRNA,-
chr8,19041185,19103032,LOC100128993,3,-,union_100128993,100128993,ncRNA,-
chr21,47247754,47256333,LOC100129027,1,-,union_100129027,100129027,ncRNA,-
chr9,127115751,127121463,LOC100129034,2,+,union_100129034,100129034,ncRNA,-
chr10,38464598,38503273,LOC100129055,1,+,union_100129055,100129055,pseudo,-
chr3,50153454,50193518,SEMA3F-AS1,1,-,union_100129060,100129060,ncRNA,SEMA3F antisense RNA 1
chr9,92254697,92334674,UNQ6494,3,+,union_100129066,100129066,ncRNA,-
chr14,56042874,56046810,KTN1-AS1,2,-,union_100129075,100129075,ncRNA,KTN1 antisense RNA 1
chr19,51918977,51921450,LOC100129083,2,+,union_100129083,100129083,protein-coding,-
chr6,73933267,73935175,KHDC1L,2,-,union_100129128,100129128,protein-coding,KH domain containing 1 like
chr1,104615644,104619693,LOC100129138,1,+,union_100129138,100129138,pseudo,-
chr7,139102208,139112272,LOC100129148,1,-,union_100129148,100129148,ncRNA,-
chr2,219866936,219880444,LOC100129175,1,+,union_100129175,100129175,ncRNA,-
chr6,28089572,28105094,ZSCAN16-AS1,1,-,union_100129195,100129195,ncRNA,ZSCAN16 antisense RNA 1
chr1,31191618,31199593,MATN1-AS1,1,+,union_100129196,100129196,ncRNA,MATN1 antisense RNA 1
chr11,94963349,94967568,LOC100129203,1,+,union_100129203,100129203,ncRNA,-
chr10,18290714,18299491,SLC39A12-AS1,1,-,union_100129213,100129213,ncRNA,SLC39A12 antisense RNA 1
chr11,71589498,71595607,DEFB131B,1,+,union_100129216,100129216,protein-coding,defensin beta 131B
chr9,32551141,32566858,SMIM27,2,+,union_100129250,100129250,protein-coding,small integral membrane protein 27
chr1,112141628,112150940,LINC01160,1,-,union_100129269,100129269,ncRNA,long intergenic non-protein coding RNA 1160
chr1,152691997,152692905,C1orf68,10,+,union_100129271,100129271,protein-coding,chromosome 1 open reading frame 68
chr2,21346857,21367238,TDRD15,3,+,union_100129278,100129278,protein-coding,tudor domain containing 15
chrX,70882840,70886718,LOC100129291,1,-,union_100129291,100129291,pseudo,-
chr3,112521324,112539063,LOC100129297,1,+,union_100129297,100129297,ncRNA,-
chr13,78235508,78236938,LOC100129307,1,-,union_100129307,100129307,protein-coding,-
chr14,98098983,98152995,LINC02291,1,-,union_100129345,100129345,ncRNA,long intergenic non-protein coding RNA 2291
chr9,93881343,93945044,LINC00484,2,+,union_100129347,100129347,ncRNA,long intergenic non-protein coding RNA 484
chr3,47053031,47054957,NRADDP,4,+,union_100129354,100129354,pseudo,"neurotrophin receptor associated death domain, pseudogene"
chr12,11323779,11328619,SMIM10L1,1,+,union_100129361,100129361,protein-coding,small integral membrane protein 10 like 1
chr9,16203932,16276311,C9orf92,3,-,union_100129385,100129385,protein-coding,chromosome 9 open reading frame 92
chr15,50646370,50650503,GABPB1-AS1,4,+,union_100129387,100129387,ncRNA,GABPB1 antisense RNA 1
chr17,16692056,16693815,FAM106CP,3,+,union_100129396,100129396,protein-coding,"family with sequence similarity 106 member C, pseudogene"
chr1,155579978,155584616,MSTO2P,4,+,union_100129405,100129405,pseudo,"misato family member 2, pseudogene"
chr1,155715558,155720479,MSTO2P,4,+,union_100129405,100129405,pseudo,"misato family member 2, pseudogene"
chr7,102781716,102782850,RPL19P12,1,-,union_100129424,100129424,pseudo,ribosomal protein L19 pseudogene 12
chr7,50599456,50611161,DDC-AS1,2,+,union_100129427,100129427,ncRNA,DDC antisense RNA 1
chr2,56400668,56412905,LOC100129434,2,-,union_100129434,100129434,ncRNA,-
chr6,5004049,5240729,LYRM4-AS1,2,+,union_100129461,100129461,ncRNA,LYRM4 antisense RNA 1
chr3,12581279,12586963,MKRN2OS,1,-,union_100129480,100129480,protein-coding,MKRN2 opposite strand
chr10,43008960,43048318,ZNF37BP,7,-,union_100129482,100129482,pseudo,"zinc finger protein 37B, pseudogene"
chr3,197232132,197236532,LINC02012,1,-,union_100129516,100129516,ncRNA,long intergenic non-protein coding RNA 2012
chr6,160181290,160183364,SOD2-OT1,2,-,union_100129518,100129518,ncRNA,SOD2 overlapping transcript 1
chr1,2281852,2284100,LOC100129534,1,-,union_100129534,100129534,pseudo,-
chr15,79271230,79278268,LOC100129540,1,+,union_100129540,100129540,ncRNA,-
chr4,77135192,77204936,FAM47E,11,+,union_100129583,100129583,protein-coding,family with sequence similarity 47 member E
chr13,49151109,49155037,LINC00462,1,-,union_100129597,100129597,ncRNA,long intergenic non-protein coding RNA 462
chr7,3180564,3198206,LOC100129603,4,-,union_100129603,100129603,ncRNA,-
chr1,99469831,99614408,LOC100129620,4,+,union_100129620,100129620,ncRNA,-
chr6,29003797,29044517,LOC100129636,1,+,union_100129636,100129636,ncRNA,-
chr8,67858735,67874825,TCF24,4,-,union_100129654,100129654,protein-coding,transcription factor 24
chrX,137794268,137798763,FGF13-AS1,1,+,union_100129662,100129662,ncRNA,FGF13 antisense RNA 1
chr9,24543212,24545674,IZUMO3,3,-,union_100129669,100129669,protein-coding,IZUMO family member 3
chr5,90676163,90716532,ARRDC3-AS1,1,+,union_100129716,100129716,ncRNA,ARRDC3 antisense RNA 1
chr9,140144670,140147949,STPG3-AS1,1,-,union_100129722,100129722,ncRNA,STPG3 antisense RNA 1
chr2,43454349,43455994,LINC01126,1,+,union_100129726,100129726,ncRNA,long intergenic non-protein coding RNA 1126
chr16,14396144,14420374,MIR193BHG,3,+,union_100129781,100129781,ncRNA,MIR193B host gene
chr5,42756919,42802539,CCDC152,2,+,union_100129792,100129792,protein-coding,coiled-coil domain containing 152
chr14,37641230,37642998,SLC25A21-AS1,2,+,union_100129794,100129794,ncRNA,SLC25A21 antisense RNA 1
chr19,35032620,35036291,ZNF807,1,-,union_100129800,100129800,pseudo,zinc finger protein 807
chr11,10562782,10621479,MRVI1-AS1,2,+,union_100129827,100129827,ncRNA,MRVI1 antisense RNA 1
chr19,20720797,20748626,ZNF737,5,-,union_100129842,100129842,protein-coding,zinc finger protein 737
chr7,100187023,100201661,PCOLCE-AS1,1,-,union_100129845,100129845,ncRNA,PCOLCE antisense RNA 1
chr4,141204879,141294546,SCOC-AS1,1,-,union_100129858,100129858,ncRNA,SCOC antisense RNA 1
chr4,773936,775636,LOC100129917,1,-,union_100129917,100129917,ncRNA,-
chr19,40129324,40133041,LOC100129935,1,+,union_100129935,100129935,pseudo,-
chr12,66245006,66275947,LOC100129940,2,-,union_100129940,100129940,protein-coding,-
chr2,135624202,135676176,CCNT2-AS1,1,-,union_100129961,100129961,ncRNA,CCNT2 antisense RNA 1
chr9,34889060,34895775,FAM205C,1,-,union_100129969,100129969,protein-coding,family with sequence similarity 205 member C
chr15,52472222,52498076,CERNA1,4,+,union_100129973,100129973,ncRNA,competing endogenous lncRNA 1 for miR-4707-5p and miR-4767
chrX,48659783,48683392,HDAC6,300,+,union_10013,10013,protein-coding,histone deacetylase 6
chr16,90106168,90114191,URAHP,3,-,union_100130015,100130015,pseudo,"urate (hydroxyiso-) hydrolase, pseudogene"
chr12,69198216,69199274,LOC100130075,1,-,union_100130075,100130075,pseudo,-
chrX,148855729,148858528,HSFX2,7,+,union_100130086,100130086,protein-coding,"heat shock transcription factor family, X-linked 2"
chrX,148674171,148676970,HSFX2,7,-,union_100130086,100130086,protein-coding,"heat shock transcription factor family, X-linked 2"
chr15,29967138,29971367,LOC100130111,1,+,union_100130111,100130111,ncRNA,-
chr17,43973148,43976164,MAPT-IT1,2,+,union_100130148,100130148,ncRNA,MAPT intronic transcript 1
chr8,65285774,65300061,MIR124-2HG,7,+,union_100130155,100130155,ncRNA,MIR124-2 host gene
chr5,137368462,137374622,LOC100130172,1,+,union_100130172,100130172,ncRNA,-
chr1,47139707,47157769,EFCAB14-AS1,1,+,union_100130197,100130197,ncRNA,EFCAB14 antisense RNA 1
chr3,3742497,3842559,LOC100130207,1,-,union_100130207,100130207,ncRNA,-
chr8,126934766,126963441,LINC00861,2,-,union_100130231,100130231,ncRNA,long intergenic non-protein coding RNA 861
chr12,132851976,132857486,LOC100130238,2,+,union_100130238,100130238,ncRNA,-
chr20,19222945,19265240,LOC100130264,1,-,union_100130264,100130264,ncRNA,-
chr12,75628519,75645645,LOC100130268,1,+,union_100130268,100130268,ncRNA,-
chr6,10412550,10416402,TFAP2A-AS1,2,+,union_100130275,100130275,ncRNA,TFAP2A antisense RNA 1
chr8,61878679,61880307,LOC100130298,1,-,union_100130298,100130298,ncRNA,-
chr8,74153658,74171737,C8orf89,1,-,union_100130301,100130301,protein-coding,chromosome 8 open reading frame 89
chrX,24380799,24385959,SUPT20HL1,3,+,union_100130302,100130302,protein-coding,SUPT20H like 1
chr19,35136777,35136957,SCGB2B3P,2,+,union_100130342,100130342,pseudo,"secretoglobin family 2B member 3, pseudogene"
chr11,64855843,64856581,TMEM262,1,-,union_100130348,100130348,protein-coding,transmembrane protein 262
chr6,13273325,13295818,LOC100130357,2,-,union_100130357,100130357,protein-coding,-
chr17,79349231,79359160,LOC100130370,1,-,union_100130370,100130370,protein-coding,-
chr20,34735202,34743682,LOC100130373,1,-,union_100130373,100130373,ncRNA,-
chr13,114451483,114454062,LINC00552,1,-,union_100130386,100130386,ncRNA,long intergenic non-protein coding RNA 552
chr1,852197,855072,LOC100130417,3,-,union_100130417,100130417,ncRNA,-
chr22,17517459,17539682,CECR7,4,+,union_100130418,100130418,ncRNA,"cat eye syndrome chromosome region, candidate 7 (non-protein coding)"
chr2,241388835,241396117,PP14571,3,-,union_100130449,100130449,ncRNA,-
chr11,10329859,10452220,CAND1.11,7,+,union_100130460,100130460,ncRNA,-
chr6,138144806,138189370,LOC100130476,3,-,union_100130476,100130476,ncRNA,-
chr18,6511414,6590652,LINC01387,4,+,union_100130480,100130480,ncRNA,long intergenic non-protein coding RNA 1387
chr19,17546317,17559376,TMEM221,3,-,union_100130519,100130519,protein-coding,transmembrane protein 221
chr17,72556839,72563482,CD300H,1,-,union_100130520,100130520,protein-coding,-
chr18,77905806,77936315,PARD6G-AS1,4,+,union_100130522,100130522,ncRNA,PARD6G antisense RNA 1
chr10,44788197,44790097,C10orf142,1,+,union_100130539,100130539,protein-coding,chromosome 10 open reading frame 142
chr9,136919411,136923927,LOC100130548,1,+,union_100130548,100130548,ncRNA,-
chr1,41154751,41157933,NFYC-AS1,3,-,union_100130557,100130557,ncRNA,NFYC antisense RNA 1
